datetime,season,temp,humidity,windspeed,weather
2011-01-03 14:00:00,1,10.66,30,19.0012,1
2011-01-03 15:00:00,1,10.66,30,16.9979,1
2011-01-03 16:00:00,1,10.66,30,16.9979,1
2011-01-03 17:00:00,1,9.84,30,15.0013,1
2011-01-03 18:00:00,1,9.84,32,7.0015,1
2011-01-03 19:00:00,1,8.2,47,0,1
2011-01-03 20:00:00,1,8.2,47,7.0015,1
2011-01-03 21:00:00,1,7.38,64,8.9981,1
2011-01-03 22:00:00,1,5.74,69,8.9981,1
2011-01-03 23:00:00,1,7.38,55,7.0015,1
2011-01-04 00:00:00,1,6.56,55,7.0015,1
2011-01-04 01:00:00,1,6.56,59,7.0015,1
2011-01-04 02:00:00,1,5.74,63,8.9981,1
2011-01-04 04:00:00,1,5.74,63,6.0032,1
2011-01-04 05:00:00,1,4.92,68,7.0015,1
2011-01-04 06:00:00,1,4.92,74,7.0015,1
2011-01-04 07:00:00,1,4.92,74,8.9981,1
2011-01-04 08:00:00,1,5.74,69,11.0014,1
2011-01-04 09:00:00,1,6.56,64,15.0013,1
2011-01-04 10:00:00,1,6.56,69,22.0028,2
2011-01-04 11:00:00,1,9.02,51,19.9995,1
2011-01-04 12:00:00,1,9.02,51,11.0014,1
2011-01-04 13:00:00,1,9.84,56,12.998,1
2011-01-04 14:00:00,1,10.66,52,15.0013,1
2011-01-04 15:00:00,1,11.48,52,16.9979,1
2011-01-04 16:00:00,1,12.3,49,16.9979,1
2011-01-04 17:00:00,1,11.48,48,15.0013,1
2011-01-04 18:00:00,1,10.66,48,12.998,1
2011-01-04 19:00:00,1,9.84,48,7.0015,1
2011-01-04 20:00:00,1,9.84,48,7.0015,1
2011-01-04 21:00:00,1,9.02,64,0,1
2011-01-04 22:00:00,1,9.02,64,6.0032,1
2011-01-04 23:00:00,1,8.2,69,6.0032,1
2011-01-05 00:00:00,1,8.2,64,0,1
2011-01-05 01:00:00,1,6.56,74,6.0032,1
2011-01-05 02:00:00,1,6.56,74,6.0032,1
2011-01-05 04:00:00,1,9.84,48,15.0013,1
2011-01-05 05:00:00,1,9.02,47,11.0014,1
2011-01-05 06:00:00,1,8.2,47,15.0013,1
2011-01-05 07:00:00,1,7.38,43,12.998,1
2011-01-05 08:00:00,1,8.2,40,19.9995,1
2011-01-05 09:00:00,1,9.02,37,22.0028,1
2011-01-05 10:00:00,1,9.02,37,22.0028,1
2011-01-05 11:00:00,1,10.66,33,22.0028,1
2011-01-05 12:00:00,1,10.66,33,22.0028,1
2011-01-05 13:00:00,1,11.48,30,19.9995,1
2011-01-05 14:00:00,1,12.3,28,12.998,1
2011-01-05 15:00:00,1,12.3,28,12.998,1
2011-01-05 16:00:00,1,12.3,28,6.0032,1
2011-01-05 17:00:00,1,9.84,38,12.998,1
2011-01-05 18:00:00,1,9.84,38,8.9981,1
2011-01-05 19:00:00,1,9.84,38,7.0015,1
2011-01-05 20:00:00,1,9.02,47,11.0014,1
2011-01-05 21:00:00,1,8.2,51,12.998,1
2011-01-05 22:00:00,1,7.38,55,8.9981,1
2011-01-05 23:00:00,1,8.2,47,0,1
2011-01-06 00:00:00,1,7.38,55,0,1
2011-01-06 01:00:00,1,6.56,64,0,1
2011-01-06 02:00:00,1,6.56,64,0,1
2011-01-06 04:00:00,1,6.56,64,6.0032,2
2011-01-06 05:00:00,1,5.74,69,6.0032,2
2011-01-06 06:00:00,1,5.74,63,7.0015,2
2011-01-06 07:00:00,1,6.56,59,0,2
2011-01-06 08:00:00,1,6.56,59,0,1
2011-01-06 09:00:00,1,7.38,51,0,2
2011-01-06 10:00:00,1,8.2,47,0,1
2011-01-06 11:00:00,1,9.02,44,6.0032,1
2011-01-06 12:00:00,1,10.66,35,0,1
2011-01-06 13:00:00,1,10.66,35,7.0015,1
2011-01-06 14:00:00,1,11.48,36,11.0014,1
2011-01-06 15:00:00,1,11.48,36,0,1
2011-01-06 16:00:00,1,10.66,38,11.0014,1
2011-01-06 17:00:00,1,9.02,51,11.0014,1
2011-01-06 18:00:00,1,9.02,51,8.9981,1
2011-01-06 19:00:00,1,9.02,55,6.0032,1
2011-01-06 20:00:00,1,8.2,51,11.0014,1
2011-01-06 21:00:00,1,9.02,55,15.0013,2
2011-01-06 22:00:00,1,9.02,51,19.0012,2
2011-01-06 23:00:00,1,8.2,59,12.998,2
2011-01-07 00:00:00,1,8.2,64,12.998,2
2011-01-07 01:00:00,1,8.2,69,15.0013,2
2011-01-07 02:00:00,1,8.2,69,15.0013,2
2011-01-07 04:00:00,1,8.2,69,8.9981,2
2011-01-07 05:00:00,1,9.02,55,0,3
2011-01-07 06:00:00,1,8.2,69,0,2
2011-01-07 07:00:00,1,8.2,69,8.9981,1
2011-01-07 08:00:00,1,8.2,51,16.9979,1
2011-01-07 09:00:00,1,8.2,47,19.9995,1
2011-01-07 10:00:00,1,9.02,37,22.0028,1
2011-01-07 11:00:00,1,8.2,40,15.0013,2
2011-01-07 12:00:00,1,8.2,37,16.9979,2
2011-01-07 13:00:00,1,8.2,37,19.0012,2
2011-01-07 14:00:00,1,8.2,40,16.9979,2
2011-01-07 15:00:00,1,8.2,37,11.0014,2
2011-01-07 16:00:00,1,8.2,37,11.0014,2
2011-01-07 17:00:00,1,8.2,37,0,2
2011-01-07 18:00:00,1,8.2,40,6.0032,1
2011-01-07 19:00:00,1,6.56,55,6.0032,1
2011-01-07 20:00:00,1,7.38,47,7.0015,1
2011-01-07 21:00:00,1,7.38,47,8.9981,1
2011-01-07 22:00:00,1,7.38,43,11.0014,2
2011-01-07 23:00:00,1,7.38,51,11.0014,2
2011-01-08 00:00:00,1,7.38,51,11.0014,2
2011-01-08 01:00:00,1,7.38,55,6.0032,2
2011-01-08 02:00:00,1,7.38,55,0,2
2011-01-08 03:00:00,1,7.38,55,11.0014,3
2011-01-08 04:00:00,1,7.38,55,11.0014,3
2011-01-08 05:00:00,1,6.56,74,11.0014,2
2011-01-08 06:00:00,1,6.56,74,11.0014,2
2011-01-08 07:00:00,1,6.56,74,7.0015,2
2011-01-08 08:00:00,1,6.56,93,7.0015,3
2011-01-08 09:00:00,1,6.56,93,7.0015,3
2011-01-08 10:00:00,1,7.38,80,11.0014,2
2011-01-08 11:00:00,1,8.2,69,26.0027,2
2011-01-08 12:00:00,1,8.2,59,23.9994,2
2011-01-08 13:00:00,1,8.2,44,22.0028,1
2011-01-08 14:00:00,1,8.2,32,32.9975,1
2011-01-08 15:00:00,1,8.2,32,30.0026,1
2011-01-08 16:00:00,1,7.38,29,30.0026,1
2011-01-08 17:00:00,1,6.56,37,36.9974,1
2011-01-08 18:00:00,1,5.74,39,19.9995,1
2011-01-08 19:00:00,1,5.74,36,16.9979,1
2011-01-08 20:00:00,1,4.92,36,16.9979,1
2011-01-08 21:00:00,1,4.92,39,23.9994,1
2011-01-08 22:00:00,1,4.92,36,26.0027,1
2011-01-08 23:00:00,1,4.1,39,30.0026,1
2011-01-09 00:00:00,1,4.1,42,26.0027,1
2011-01-09 01:00:00,1,4.1,42,31.0009,1
2011-01-09 02:00:00,1,4.1,46,31.0009,1
2011-01-09 03:00:00,1,4.1,46,27.9993,1
2011-01-09 04:00:00,1,3.28,53,12.998,1
2011-01-09 05:00:00,1,3.28,53,12.998,1
2011-01-09 06:00:00,1,4.1,49,19.0012,1
2011-01-09 07:00:00,1,3.28,53,12.998,1
2011-01-09 08:00:00,1,4.1,49,19.0012,1
2011-01-09 09:00:00,1,4.92,46,35.0008,1
2011-01-09 10:00:00,1,5.74,43,26.0027,1
2011-01-09 11:00:00,1,6.56,40,35.0008,1
2011-01-09 12:00:00,1,7.38,37,30.0026,1
2011-01-09 13:00:00,1,8.2,34,30.0026,1
2011-01-09 14:00:00,1,9.02,32,31.0009,1
2011-01-09 15:00:00,1,9.02,35,23.9994,1
2011-01-09 16:00:00,1,8.2,34,30.0026,1
2011-01-09 17:00:00,1,7.38,37,26.0027,1
2011-01-09 18:00:00,1,6.56,40,22.0028,1
2011-01-09 19:00:00,1,6.56,43,22.0028,1
2011-01-09 20:00:00,1,5.74,46,16.9979,1
2011-01-09 21:00:00,1,5.74,46,27.9993,1
2011-01-09 22:00:00,1,5.74,46,19.9995,1
2011-01-09 23:00:00,1,4.92,50,12.998,1
2011-01-10 00:00:00,1,4.92,50,19.0012,1
2011-01-10 01:00:00,1,4.92,50,19.0012,1
2011-01-10 02:00:00,1,4.92,50,15.0013,1
2011-01-10 03:00:00,1,4.92,50,15.0013,1
2011-01-10 04:00:00,1,4.1,54,8.9981,1
2011-01-10 05:00:00,1,4.1,54,16.9979,1
2011-01-10 06:00:00,1,4.92,50,19.0012,1
2011-01-10 07:00:00,1,4.92,50,15.0013,1
2011-01-10 08:00:00,1,4.92,50,19.0012,2
2011-01-10 09:00:00,1,5.74,50,16.9979,2
2011-01-10 10:00:00,1,5.74,50,19.9995,2
2011-01-10 11:00:00,1,6.56,47,19.0012,2
2011-01-10 12:00:00,1,8.2,40,19.0012,2
2011-01-10 13:00:00,1,8.2,40,19.0012,2
2011-01-10 14:00:00,1,8.2,40,15.0013,2
2011-01-10 15:00:00,1,8.2,40,15.0013,2
2011-01-10 16:00:00,1,8.2,40,8.9981,1
2011-01-10 17:00:00,1,8.2,40,7.0015,1
2011-01-10 18:00:00,1,8.2,40,15.0013,1
2011-01-10 19:00:00,1,6.56,47,11.0014,1
2011-01-10 20:00:00,1,6.56,50,11.0014,1
2011-01-10 21:00:00,1,5.74,59,12.998,1
2011-01-10 22:00:00,1,5.74,59,11.0014,1
2011-01-10 23:00:00,1,5.74,59,11.0014,1
2011-01-11 00:00:00,1,5.74,59,7.0015,1
2011-01-11 01:00:00,1,5.74,59,11.0014,1
2011-01-11 02:00:00,1,6.56,55,12.998,2
2011-01-11 05:00:00,1,6.56,55,8.9981,2
2011-01-11 06:00:00,1,6.56,55,8.9981,2
2011-01-11 07:00:00,1,6.56,55,0,2
2011-01-11 08:00:00,1,7.38,51,6.0032,2
2011-01-11 09:00:00,1,7.38,51,11.0014,2
2011-01-11 10:00:00,1,8.2,51,11.0014,2
2011-01-11 11:00:00,1,8.2,47,8.9981,2
2011-01-11 12:00:00,1,8.2,51,7.0015,2
2011-01-11 13:00:00,1,8.2,59,6.0032,2
2011-01-11 14:00:00,1,8.2,59,6.0032,2
2011-01-11 15:00:00,1,6.56,80,6.0032,2
2011-01-11 16:00:00,1,6.56,86,15.0013,2
2011-01-11 17:00:00,1,6.56,86,15.0013,2
2011-01-11 18:00:00,1,6.56,93,7.0015,3
2011-01-11 19:00:00,1,6.56,93,0,3
2011-01-11 20:00:00,1,6.56,93,12.998,3
2011-01-11 21:00:00,1,6.56,86,6.0032,3
2011-01-11 22:00:00,1,6.56,93,7.0015,3
2011-01-11 23:00:00,1,6.56,93,6.0032,3
2011-01-12 00:00:00,1,6.56,86,6.0032,2
2011-01-12 01:00:00,1,6.56,86,7.0015,2
2011-01-12 02:00:00,1,5.74,86,8.9981,1
2011-01-12 05:00:00,1,5.74,86,11.0014,1
2011-01-12 06:00:00,1,4.92,93,8.9981,1
2011-01-12 07:00:00,1,5.74,69,8.9981,1
2011-01-12 08:00:00,1,6.56,59,11.0014,1
2011-01-12 09:00:00,1,6.56,59,22.0028,1
2011-01-12 10:00:00,1,7.38,55,15.0013,1
2011-01-12 11:00:00,1,8.2,51,26.0027,1
2011-01-12 12:00:00,1,8.2,47,39.0007,1
2011-01-12 13:00:00,1,9.02,44,23.9994,1
2011-01-12 14:00:00,1,8.2,47,22.0028,1
2011-01-12 15:00:00,1,8.2,47,27.9993,1
2011-01-12 16:00:00,1,9.02,44,22.0028,1
2011-01-12 17:00:00,1,8.2,47,23.9994,1
2011-01-12 18:00:00,1,8.2,47,35.0008,1
2011-01-12 19:00:00,1,7.38,47,27.9993,1
2011-01-12 20:00:00,1,6.56,50,22.0028,1
2011-01-12 21:00:00,1,6.56,55,22.0028,1
2011-01-12 22:00:00,1,6.56,55,30.0026,1
2011-01-12 23:00:00,1,5.74,59,27.9993,1
2011-01-13 00:00:00,1,5.74,59,19.0012,1
2011-01-13 01:00:00,1,5.74,50,19.0012,1
2011-01-13 02:00:00,1,5.74,50,23.9994,1
2011-01-13 03:00:00,1,5.74,50,22.0028,1
2011-01-13 04:00:00,1,5.74,50,16.9979,1
2011-01-13 05:00:00,1,5.74,50,19.9995,1
2011-01-13 06:00:00,1,4.92,54,8.9981,1
2011-01-13 07:00:00,1,4.92,54,8.9981,1
2011-01-13 08:00:00,1,5.74,50,12.998,1
2011-01-13 09:00:00,1,5.74,50,22.0028,1
2011-01-13 10:00:00,1,6.56,50,23.9994,2
2011-01-13 11:00:00,1,8.2,44,30.0026,2
2011-01-13 12:00:00,1,8.2,44,27.9993,1
2011-01-13 13:00:00,1,9.02,41,30.0026,1
2011-01-13 14:00:00,1,9.02,41,26.0027,1
2011-01-13 15:00:00,1,9.84,38,19.9995,1
2011-01-13 16:00:00,1,9.84,38,23.9994,1
2011-01-13 17:00:00,1,8.2,40,19.0012,1
2011-01-13 18:00:00,1,8.2,40,22.0028,1
2011-01-13 19:00:00,1,6.56,47,16.9979,1
2011-01-13 20:00:00,1,6.56,47,15.0013,1
2011-01-13 21:00:00,1,5.74,46,19.9995,1
2011-01-13 22:00:00,1,5.74,46,22.0028,1
2011-01-13 23:00:00,1,4.92,50,12.998,1
2011-01-14 00:00:00,1,4.92,50,12.998,1
2011-01-14 01:00:00,1,4.1,54,11.0014,1
2011-01-14 02:00:00,1,4.1,54,8.9981,1
2011-01-14 03:00:00,1,4.1,54,7.0015,1
2011-01-14 05:00:00,1,4.1,54,6.0032,1
2011-01-14 06:00:00,1,4.1,54,0,1
2011-01-14 07:00:00,1,4.1,74,11.0014,1
2011-01-14 08:00:00,1,4.92,68,0,1
2011-01-14 09:00:00,1,5.74,69,8.9981,1
2011-01-14 10:00:00,1,7.38,55,12.998,1
2011-01-14 11:00:00,1,7.38,51,19.0012,1
2011-01-14 12:00:00,1,8.2,44,16.9979,1
2011-01-14 13:00:00,1,9.02,37,26.0027,1
2011-01-14 14:00:00,1,9.02,41,19.0012,1
2011-01-14 15:00:00,1,9.84,38,11.0014,1
2011-01-14 16:00:00,1,9.02,41,7.0015,1
2011-01-14 17:00:00,1,9.02,41,11.0014,1
2011-01-14 18:00:00,1,8.2,47,0,1
2011-01-14 19:00:00,1,6.56,59,6.0032,1
2011-01-14 20:00:00,1,7.38,59,0,1
2011-01-14 21:00:00,1,6.56,69,0,1
2011-01-14 22:00:00,1,6.56,69,0,2
2011-01-14 23:00:00,1,7.38,55,0,2
2011-01-15 00:00:00,1,7.38,55,0,1
2011-01-15 01:00:00,1,6.56,59,6.0032,2
2011-01-15 02:00:00,1,6.56,59,6.0032,2
2011-01-15 03:00:00,1,6.56,59,0,2
2011-01-15 04:00:00,1,6.56,59,0,2
2011-01-15 05:00:00,1,6.56,59,0,1
2011-01-15 06:00:00,1,5.74,63,7.0015,1
2011-01-15 07:00:00,1,5.74,63,0,1
2011-01-15 08:00:00,1,5.74,63,8.9981,1
2011-01-15 09:00:00,1,6.56,64,8.9981,1
2011-01-15 10:00:00,1,7.38,59,11.0014,1
2011-01-15 11:00:00,1,8.2,55,15.0013,1
2011-01-15 12:00:00,1,9.84,48,15.0013,1
2011-01-15 13:00:00,1,11.48,38,19.9995,1
2011-01-15 14:00:00,1,12.3,39,19.0012,1
2011-01-15 15:00:00,1,13.12,36,12.998,2
2011-01-15 16:00:00,1,13.94,34,12.998,2
2011-01-15 17:00:00,1,13.12,36,19.0012,2
2011-01-15 18:00:00,1,12.3,45,16.9979,2
2011-01-15 19:00:00,1,13.12,39,16.9979,2
2011-01-15 20:00:00,1,13.12,39,16.9979,2
2011-01-15 21:00:00,1,13.12,39,15.0013,2
2011-01-15 22:00:00,1,12.3,42,7.0015,2
2011-01-15 23:00:00,1,12.3,45,19.0012,1
2011-01-16 00:00:00,1,10.66,56,0,1
2011-01-16 01:00:00,1,10.66,56,8.9981,1
2011-01-16 02:00:00,1,10.66,56,6.0032,1
2011-01-16 03:00:00,1,9.02,69,0,1
2011-01-16 04:00:00,1,10.66,56,11.0014,1
2011-01-16 05:00:00,1,10.66,56,11.0014,2
2011-01-16 06:00:00,1,10.66,56,11.0014,2
2011-01-16 07:00:00,1,9.84,56,19.9995,2
2011-01-16 08:00:00,1,9.02,55,19.0012,1
2011-01-16 09:00:00,1,9.02,51,16.9979,1
2011-01-16 10:00:00,1,9.02,51,19.0012,1
2011-01-16 11:00:00,1,9.84,44,16.9979,1
2011-01-16 12:00:00,1,9.84,41,19.0012,1
2011-01-16 13:00:00,1,10.66,35,19.9995,1
2011-01-16 14:00:00,1,11.48,36,16.9979,1
2011-01-16 15:00:00,1,10.66,38,16.9979,1
2011-01-16 16:00:00,1,9.84,38,15.0013,1
2011-01-16 17:00:00,1,9.02,37,16.9979,1
2011-01-16 18:00:00,1,8.2,40,11.0014,1
2011-01-16 19:00:00,1,7.38,47,8.9981,1
2011-01-16 20:00:00,1,7.38,47,11.0014,1
2011-01-16 21:00:00,1,7.38,51,11.0014,1
2011-01-16 22:00:00,1,8.2,49,8.9981,2
2011-01-16 23:00:00,1,8.2,40,7.0015,2
2011-01-17 00:00:00,1,8.2,47,15.0013,2
2011-01-17 01:00:00,1,8.2,44,12.998,2
2011-01-17 02:00:00,1,7.38,43,16.9979,2
2011-01-17 03:00:00,1,7.38,43,12.998,2
2011-01-17 04:00:00,1,7.38,43,8.9981,2
2011-01-17 05:00:00,1,7.38,43,11.0014,2
2011-01-17 06:00:00,1,7.38,43,12.998,2
2011-01-17 07:00:00,1,6.56,50,8.9981,2
2011-01-17 08:00:00,1,6.56,47,15.0013,2
2011-01-17 09:00:00,1,6.56,47,15.0013,2
2011-01-17 10:00:00,1,6.56,50,16.9979,2
2011-01-17 11:00:00,1,6.56,55,12.998,2
2011-01-17 12:00:00,1,7.38,47,8.9981,2
2011-01-17 13:00:00,1,7.38,47,8.9981,2
2011-01-17 14:00:00,1,7.38,43,7.0015,2
2011-01-17 15:00:00,1,8.2,47,11.0014,2
2011-01-17 16:00:00,1,8.2,47,11.0014,2
2011-01-17 17:00:00,1,8.2,51,12.998,1
2011-01-17 18:00:00,1,7.38,55,16.9979,2
2011-01-17 19:00:00,1,7.38,59,12.998,3
2011-01-17 20:00:00,1,6.56,80,12.998,3
2011-01-17 21:00:00,1,6.56,80,12.998,3
2011-01-17 22:00:00,1,5.74,93,16.9979,3
2011-01-17 23:00:00,1,6.56,86,19.0012,3
2011-01-18 12:00:00,1,8.2,86,22.0028,2
2011-01-18 13:00:00,1,8.2,86,15.0013,2
2011-01-18 14:00:00,1,9.02,80,11.0014,2
2011-01-18 15:00:00,1,9.02,87,11.0014,2
2011-01-18 16:00:00,1,9.02,87,12.998,2
2011-01-18 17:00:00,1,9.02,82,12.998,2
2011-01-18 18:00:00,1,9.02,80,11.0014,2
2011-01-18 19:00:00,1,9.02,80,8.9981,2
2011-01-18 20:00:00,1,9.02,87,0,2
2011-01-18 21:00:00,1,9.02,93,7.0015,2
2011-01-18 22:00:00,1,9.02,93,6.0032,2
2011-01-18 23:00:00,1,9.02,93,0,2
2011-01-19 00:00:00,1,9.02,93,0,2
2011-01-19 01:00:00,1,9.02,93,8.9981,3
2011-01-19 02:00:00,1,9.02,93,8.9981,3
2011-01-19 04:00:00,1,9.02,93,8.9981,3
2011-01-19 05:00:00,1,9.02,93,6.0032,2
2011-01-19 06:00:00,1,9.02,93,6.0032,2
2011-01-19 07:00:00,1,9.84,92,7.0015,2
2011-01-19 08:00:00,1,9.84,93,7.0015,2
2011-01-19 09:00:00,1,9.84,93,7.0015,2
2011-01-19 10:00:00,1,10.66,93,8.9981,2
2011-01-19 11:00:00,1,11.48,87,6.0032,2
2011-01-19 12:00:00,1,12.3,81,6.0032,2
2011-01-19 13:00:00,1,16.4,62,19.0012,1
2011-01-19 14:00:00,1,16.4,58,16.9979,1
2011-01-19 15:00:00,1,16.4,54,19.0012,1
2011-01-19 16:00:00,1,15.58,58,26.0027,1
2011-01-19 17:00:00,1,14.76,57,22.0028,1
2011-01-19 18:00:00,1,13.94,61,19.0012,1
2011-01-19 19:00:00,1,13.12,57,27.9993,1
2011-01-19 20:00:00,1,13.12,49,19.9995,1
2011-01-19 21:00:00,1,13.12,49,27.9993,1
2011-01-19 22:00:00,1,12.3,52,11.0014,1
2011-01-19 23:00:00,1,12.3,52,31.0009,1
2011-02-01 00:00:00,1,6.56,64,7.0015,2
2011-02-01 01:00:00,1,6.56,69,7.0015,2
2011-02-01 02:00:00,1,6.56,69,0,2
2011-02-01 03:00:00,1,6.56,69,0,2
2011-02-01 05:00:00,1,5.74,93,0,3
2011-02-01 06:00:00,1,5.74,93,0,3
2011-02-01 07:00:00,1,6.56,93,0,3
2011-02-01 08:00:00,1,6.56,93,0,3
2011-02-01 09:00:00,1,6.56,93,0,2
2011-02-01 10:00:00,1,6.56,93,0,2
2011-02-01 11:00:00,1,7.38,86,0,2
2011-02-01 12:00:00,1,8.2,86,0,2
2011-02-01 13:00:00,1,8.2,86,0,2
2011-02-01 14:00:00,1,9.02,80,6.0032,2
2011-02-01 15:00:00,1,9.84,75,0,2
2011-02-01 16:00:00,1,9.84,75,8.9981,2
2011-02-01 17:00:00,1,9.84,75,0,2
2011-02-01 18:00:00,1,9.84,81,7.0015,2
2011-02-01 19:00:00,1,9.84,81,8.9981,2
2011-02-01 20:00:00,1,9.02,87,8.9981,2
2011-02-01 21:00:00,1,9.02,87,8.9981,2
2011-02-01 22:00:00,1,9.02,87,6.0032,2
2011-02-01 23:00:00,1,8.2,93,12.998,3
2011-02-02 00:00:00,1,9.02,93,7.0015,3
2011-02-02 01:00:00,1,9.02,93,12.998,3
2011-02-02 02:00:00,1,9.02,93,8.9981,3
2011-02-02 03:00:00,1,9.02,93,8.9981,3
2011-02-02 04:00:00,1,9.02,93,19.0012,3
2011-02-02 05:00:00,1,9.02,93,7.0015,3
2011-02-02 06:00:00,1,9.02,93,7.0015,3
2011-02-02 07:00:00,1,9.02,93,15.0013,3
2011-02-02 08:00:00,1,9.02,93,15.0013,3
2011-02-02 09:00:00,1,9.84,93,6.0032,2
2011-02-02 10:00:00,1,9.02,100,0,2
2011-02-02 11:00:00,1,9.84,93,12.998,2
2011-02-02 12:00:00,1,9.84,93,15.0013,2
2011-02-02 13:00:00,1,13.94,93,11.0014,1
2011-02-02 14:00:00,1,15.58,82,26.0027,1
2011-02-02 15:00:00,1,15.58,76,22.0028,1
2011-02-02 16:00:00,1,14.76,71,19.9995,1
2011-02-02 17:00:00,1,14.76,53,35.0008,1
2011-02-02 18:00:00,1,13.94,42,36.9974,1
2011-02-02 19:00:00,1,11.48,45,32.9975,1
2011-02-02 20:00:00,1,9.84,48,36.9974,1
2011-02-02 21:00:00,1,9.02,47,22.0028,1
2011-02-02 22:00:00,1,9.02,44,16.9979,1
2011-02-02 23:00:00,1,8.2,44,30.0026,1
2011-02-03 00:00:00,1,8.2,40,30.0026,1
2011-02-03 01:00:00,1,8.2,44,35.0008,1
2011-02-03 02:00:00,1,7.38,43,16.9979,1
2011-02-03 03:00:00,1,7.38,43,16.9979,1
2011-02-03 05:00:00,1,6.56,50,19.9995,1
2011-02-03 06:00:00,1,6.56,43,23.9994,1
2011-02-03 07:00:00,1,5.74,50,22.0028,1
2011-02-03 08:00:00,1,5.74,50,23.9994,1
2011-02-03 09:00:00,1,6.56,47,19.9995,1
2011-02-03 10:00:00,1,7.38,43,22.0028,1
2011-02-03 11:00:00,1,7.38,43,30.0026,1
2011-02-03 12:00:00,1,8.2,40,23.9994,1
2011-02-03 13:00:00,1,8.2,40,27.9993,1
2011-02-03 14:00:00,1,9.02,37,26.0027,1
2011-02-03 15:00:00,1,9.02,37,22.0028,1
2011-02-03 16:00:00,1,9.02,37,16.9979,1
2011-02-03 17:00:00,1,8.2,40,12.998,1
2011-02-03 18:00:00,1,8.2,40,11.0014,1
2011-02-03 19:00:00,1,8.2,40,0,1
2011-02-03 20:00:00,1,8.2,47,6.0032,1
2011-02-03 21:00:00,1,7.38,55,7.0015,1
2011-02-03 22:00:00,1,7.38,51,6.0032,1
2011-02-03 23:00:00,1,8.2,47,7.0015,1
2011-02-04 00:00:00,1,8.2,44,0,2
2011-02-04 01:00:00,1,6.56,59,0,2
2011-02-04 02:00:00,1,5.74,63,7.0015,2
2011-02-04 03:00:00,1,5.74,63,7.0015,2
2011-02-04 05:00:00,1,5.74,63,8.9981,2
